Sample,Sample Type,Lat,Lng,Elevation(masl),Thickness(cm),Density(g/cm3),Shielding,10Be-conc(at/g),10Be-unc(at/g),10Be-std,Sample Year,Published Age (yr),Published Unc (yr),Reference,Height (cm),Regions
DRC17-04,boulder,40.48479,-111.74655,1832,1,2.65,0.98454,350000,14600,07KNSTD,2017,21763,1380,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",150,Uinta and Wasatch
DRC17-05,boulder,40.48412,-111.74786,1790,3,2.65,0.9846,286000,12300,07KNSTD,2017,18952,1217,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",300,Uinta and Wasatch
DRC17-07A,boulder,40.4842,-111.74757,1795,3.5,2.65,0.93889,294000,13900,07KNSTD,2017,20295,1364,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",200,Uinta and Wasatch
DRC17BR-01,bedrock,40.50116,-111.72354,2297,1.25,2.65,0.98467,311000,13100,07KNSTD,2017,14333,911,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",0,Uinta and Wasatch
DRCR117-01,boulder,40.5028,-111.71917,2385,3,2.65,0.97028,348000,13800,07KNSTD,2017,15400,954,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",200,Uinta and Wasatch
DRCR117-02,boulder,40.50245,-111.71997,2375,1.5,2.65,0.98055,363000,13900,07KNSTD,2017,15788,964,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",200,Uinta and Wasatch
DRCR117-03,boulder,40.50257,-111.71962,2386,1.5,2.65,0.97678,339000,11600,07KNSTD,2017,14797,867,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",150,Uinta and Wasatch
DRCR117-05,boulder,40.50235,-111.72029,2381,1.5,2.65,0.98057,349000,12100,07KNSTD,2017,15160,892,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",100,Uinta and Wasatch
E-01,boulder,40.6238,-111.7513,1697,2,2.65,0.9393,1.00E+06,22000,07KNSTD,2014,74100,3500,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",NA,Uinta and Wasatch
GS-2,bedrock,40.6245,-111.7454,1831,2,2.65,0.9646,2220000,41700,07KNSTD,2014,133200,5800,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",NA,Uinta and Wasatch
GS-3,bedrock,40.6246,-111.7455,1829,2,2.65,0.9683,2240000,60500,07KNSTD,2014,134100,6400,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",NA,Uinta and Wasatch
GS-5,bedrock,40.6245,-111.7456,1826,2,2.65,0.9672,2190000,42400,07KNSTD,2014,131600,5800,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",NA,Uinta and Wasatch
GS-7,bedrock,40.6242,-111.7451,1826,2,2.65,0.9573,2140000,40800,07KNSTD,2014,129900,5700,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",0,Uinta and Wasatch
HF16-01,boulder,40.56934,-111.71539,2059,3.5,2.65,0.9589,263000,8390,07KNSTD,2016,14942,855,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",NA,Uinta and Wasatch
HF16-02,boulder,40.56955,-111.71619,2052,3,2.65,0.96014,245000,15400,07KNSTD,2016,13988,1104,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",NA,Uinta and Wasatch
HF1604,boulder,40.57024,-111.71727,2049,2.5,2.65,0.95897,248000,8070,07KNSTD,2016,14136,814,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",NA,Uinta and Wasatch
MBBR01,bedrock,40.6338,-111.7236,1895,2,2.65,0.9382,290000,8790,07KNSTD,2014,17900,900,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",0,Uinta and Wasatch
SL-6,boulder,40.5012,-111.66091,2373,8.5,2.65,0.98927,406000,16400,07KNSTD,2017,18374,1148,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",NA,Uinta and Wasatch
SL-7,boulder,40.50019,-111.65981,2357,3,2.65,0.99023,388000,18300,07KNSTD,2017,17067,1145,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",NA,Uinta and Wasatch
SL-8A,boulder,40.50019,-111.65981,2357,6.5,2.65,0.99023,367000,15600,07KNSTD,2017,16624,1061,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",NA,Uinta and Wasatch
SL-9,boulder,40.49941,-111.65839,2354,7.5,2.65,0.99023,379000,12100,07KNSTD,2017,17303,991,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",NA,Uinta and Wasatch
SLR16-01,boulder,40.51111,-111.65739,2357,2.5,2.65,0.9832,295000,67800,07KNSTD,2016,13148,3095,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",130,Uinta and Wasatch
SLR16-02,boulder,40.51136,-111.65737,2356,2,2.65,0.9832,329000,9050,07KNSTD,2016,14635,803,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",100,Uinta and Wasatch
SLR16-03,boulder,40.51151,-111.65734,2354,2.5,2.65,0.98252,301000,11700,07KNSTD,2016,13468,827,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",80,Uinta and Wasatch
SLR16-04,boulder,40.51168,-111.65714,2360,2.5,2.65,0.9844,334000,13400,07KNSTD,2016,14839,924,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",100,Uinta and Wasatch
SLR16-05,boulder,40.5116,-111.65705,2360,2.5,2.65,0.9832,325000,8920,07KNSTD,2016,14483,795,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",300,Uinta and Wasatch
SR-01,boulder,40.6148,-111.5912,2554,3,2.65,0.9949,421000,11900,07KNSTD,2014,15800,800,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",140,Uinta and Wasatch
SR-02,boulder,40.6159,-111.5898,2537,2,2.65,0.9947,490000,17600,07KNSTD,2014,18300,1000,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",180,Uinta and Wasatch
SR-03,boulder,40.615,-111.5911,2536,3,2.65,0.9936,409000,13600,07KNSTD,2014,15500,800,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",130,Uinta and Wasatch
SR1704,boulder,40.6158,-111.5889,2532,2,2.65,0.9946,419000,18800,07KNSTD,2017,15800,900,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",50,Uinta and Wasatch
SR1705,boulder,40.6136,-111.591,2540,2.5,2.65,0.9939,395000,15700,07KNSTD,2017,14900,800,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",350,Uinta and Wasatch
BMP-2,bedrock,40.68985,-110.89925,3277,5,2.65,0.997,678000,19000,KNSTD,2006,13800,800,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",0,Uinta and Wasatch
BMP-4,bedrock,40.68957,-110.89998,3280,4,2.65,0.997,685000,15000,KNSTD,2006,14200,600,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",0,Uinta and Wasatch
BMP-5,bedrock,40.68677,-110.90862,3250,2.5,2.65,0.998,776000,147000,KNSTD,2006,16200,6100,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",0,Uinta and Wasatch
BMP-7,bedrock,40.68737,-110.90942,3250,3,2.65,0.998,729000,27000,KNSTD,2006,15300,1100,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",0,Uinta and Wasatch
NFP-1,boulder,40.59852,-111.09423,2319,5,2.65,0.9997,322000,15600,KNSTD,2006,12200,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",76,Uinta and Wasatch
NFP-12,boulder,40.60062,-111.07187,2505,6,2.65,1,493000,15000,KNSTD,2006,16700,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",60,Uinta and Wasatch
NFP-13,boulder,40.60073,-111.07175,2504,4.5,2.65,1,511000,15200,KNSTD,2006,17000,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",45,Uinta and Wasatch
NFP-14,boulder,40.60028,-111.07325,2489,3,2.65,1,542000,14900,KNSTD,2006,18000,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",75,Uinta and Wasatch
NFP-15,boulder,40.59958,-111.07528,2471,2.5,2.65,1,537000,18000,KNSTD,2006,18000,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",110,Uinta and Wasatch
NFP-2B,boulder,40.599,-111.09448,2327,3,2.65,0.9997,435000,15300,KNSTD,2006,16000,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",69,Uinta and Wasatch
NFP-3A,boulder,40.599,-111.0937,2321,6,2.65,0.9997,481000,51600,KNSTD,2006,18300,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",189,Uinta and Wasatch
NFP-4A,boulder,40.59625,-111.0927,2324,5,2.65,0.999,473000,13200,KNSTD,2006,17800,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",125,Uinta and Wasatch
NFP-4B,boulder,40.59625,-111.0927,2324,2.5,2.65,0.9995,391000,19400,KNSTD,2006,14400,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",155,Uinta and Wasatch
NFP-4C,boulder,40.59625,-111.0927,2324,3,2.65,0.9995,375000,18600,KNSTD,2006,13900,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",83,Uinta and Wasatch
NFP-4D,boulder,40.59625,-111.0927,2324,3,2.65,0.999,533000,25500,KNSTD,2006,19700,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",66,Uinta and Wasatch
NFP-5,boulder,40.59462,-111.08703,2346,3.5,2.65,1,439000,11800,KNSTD,2006,16300,-,"Refsnider KA, Laabs BJC, Plummer MA, Mickelson DM, Singer BS, Caffee MW, 2008. Last glacial maximum climate inferences from cosmogenic dating and glacier modeling of the western Uinta ice field, Uinta Mountains, Utah. Quaternary Research 69, 130-144.",157,Uinta and Wasatch
BCTA06-1,boulder,38.2379,-119.3213,2069,2,2.7,0.998,3288100,76500,KNSTD,2006,167400,4400,"Rood DH, Burbank DW, Finkel RC, 2011. Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating. Quaternary Science Reviews 30, 646-661.",NA,Sierra Nevada
BCTA06-2,boulder,38.2378,-119.3185,2121,5,2.7,0.996,3018500,57600,KNSTD,2006,150500,3200,"Rood DH, Burbank DW, Finkel RC, 2011. Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating. Quaternary Science Reviews 30, 646-661.",NA,Sierra Nevada
BCTA06-3,boulder,38.2379,-119.3181,2125,3,2.7,0.996,3053800,71000,KNSTD,2006,149200,3900,"Rood DH, Burbank DW, Finkel RC, 2011. Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating. Quaternary Science Reviews 30, 646-661.",NA,Sierra Nevada
BCTA06-4,boulder,38.2383,-119.3225,2123,3,2.7,0.999,2480000,51900,KNSTD,2006,118400,2700,"Rood DH, Burbank DW, Finkel RC, 2011. Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating. Quaternary Science Reviews 30, 646-661.",NA,Sierra Nevada
BCTA06-5,boulder,38.2382,-119.3224,2134,3,2.7,0.996,2253600,47500,KNSTD,2006,106100,2400,"Rood DH, Burbank DW, Finkel RC, 2011. Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating. Quaternary Science Reviews 30, 646-661.",NA,Sierra Nevada
BCTA06-6,boulder,38.2377,-119.3207,2134,4,2.7,0.997,2587400,56400,KNSTD,2006,124400,3000,"Rood DH, Burbank DW, Finkel RC, 2011. Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating. Quaternary Science Reviews 30, 646-661.",NA,Sierra Nevada
BCTA06-7,boulder,38.2378,-119.3161,2112,4,2.7,0.999,2664400,57500,KNSTD,2006,130400,3100,"Rood DH, Burbank DW, Finkel RC, 2011. Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating. Quaternary Science Reviews 30, 646-661.",NA,Sierra Nevada
BCTA06-8,boulder,38.2379,-119.3145,2110,2,2.7,0.999,2982900,60800,KNSTD,2006,145300,3300,"Rood DH, Burbank DW, Finkel RC, 2011. Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating. Quaternary Science Reviews 30, 646-661.",NA,Sierra Nevada
BCTA06-9,boulder,38.238,-119.3143,2113,3,2.7,0.999,3016100,46600,KNSTD,2006,148200,2600,"Rood DH, Burbank DW, Finkel RC, 2011. Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating. Quaternary Science Reviews 30, 646-661.",NA,Sierra Nevada
BCTI07-1,boulder,38.2359,-119.3149,2043,5,2.7,0.994,368900,8800,07KNSTD,2007,19500,500,"Rood DH, Burbank DW, Finkel RC, 2011. Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating. Quaternary Science Reviews 30, 646-661.",NA,Sierra Nevada
BCTI07-2,boulder,38.2358,-119.315,2052,3,2.7,0.99,403400,7600,07KNSTD,2007,21000,400,"Rood DH, Burbank DW, Finkel RC, 2011. Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating. Quaternary Science Reviews 30, 646-661.",NA,Sierra Nevada
